content,content_en,compound_score,vader_norm,vader_label,score,afinn_norm,afinn_label,polarity_score,textblob_norm,textblob_label,avg_score,soft_voting_label,avg_norm,sv_label_norm1,sv_label_norm2,sv_label_norm3,sv_label_norm4,sv_label_norm5
aplikasi sangat membantu,app is very helpful,0.4754,7.377000000000001,1,2.0,5.588235294117647,1,0.2,6.0,1,0.8918,1,6.321745098039216,1,1,1,1,0
"Kenapa tidak bisa login? padahal sudah melakukan pembayaran tiket, aneh, mohon segera perbaiki. Versi traveloka sudah yang paling baru, jadi apa masalahnya?","Why can't you log in? even though you have paid for the ticket, strange, please fix it immediately. The traveloka version is the most recent, so what's the problem?",-0.426,2.87,-1,-2.0,4.411764705882353,-1,0.15,5.75,1,-0.7586666666666667,-1,4.343921568627451,-1,-1,0,0,0
perfecto,perfecto,0.3182,6.591,1,0.0,5.0,0,0.0,5.0,0,0.10606666666666666,1,5.530333333333334,1,0,0,0,0
"mudah, cepat dan bagus","easy, fast and good",0.7003,8.5015,1,4.0,6.176470588235294,1,0.4444444444444444,7.222222222222222,1,1.714914814814815,1,7.300064270152505,1,1,1,1,1
"aneh banget tiba2 TPaylater turun level tanpa penyebab yg jelas, padahal selalu bayar tepat waktu. turun nya juga jauh bgt dari level 6 ke level 4. jadi merasa percuma selalu bayar sebelum jatuh tempo. tolong segera kebijakan nya diperbaiki karena saya merasa dirugikan. terima kasih.","It's really strange that suddenly TPaylater leveled off without a clear cause, even though I always pay on time. it also dropped a lot from level 6 to level 4. so I feel it's useless to always pay before maturity. please fix the policy immediately because I feel disadvantaged. thank you.",-0.6982,1.509,-1,-4.0,3.8235294117647056,-1,-0.1125,4.4375,-1,-1.6035666666666666,-1,3.256676470588235,-1,-1,-1,-1,-1
mudah akses,easy access,0.4404,7.202,1,1.0,5.294117647058823,1,0.43333333333333335,7.166666666666667,1,0.6245777777777778,1,6.554261437908497,1,1,1,1,1
1.terlalu bertele2 2.banyak yg merasa tercurangi 3.refound susah padahal yg salah pihak traveloka 4.harga di traveloka tidak sesuai dengan di lapangan sangat TIDAK REKOMENDASI DAN SY AKAN MENGHAPUS APLIKASI TRAVELOKA DRI SLURUH KELUARGA BESAR SAYA,1.too long-winded 2.many feel cheated 3.refound difficult even though the wrong party traveloka 4.the price in traveloka does not match the field is very NOT RECOMMENDED AND SY WILL REMOVE TRAVELOKA APPLICATION DRI SLURUH MY BIG FAMILY,-0.8231,0.8844999999999997,-1,-3.0,4.117647058823529,-1,-0.2,4.0,-1,-1.3410333333333335,-1,3.0007156862745092,-1,-1,-1,-1,-1
Aplikasi TIDAK RAMAH USER. karena review negatif terhadap pelayanan FRONT OFFICE dari hotel Swiss Bell in di Cikande DITOLAK untuk ditampilkan di ulasan aplikasi TRAVELOKA. waktunya UNIJSTALL aplikasi ini.,The application is NOT USER FRIENDLY. because negative reviews of the FRONT OFFICE service of the Swiss Bell hotel in Cikande are REFUSED to be displayed in the TRAVELOKA application review. time to UNIJSTALL this application.,-0.8691,0.6545000000000001,-1,-2.0,4.411764705882353,-1,0.037500000000000006,5.1875,1,-0.9438666666666666,-1,3.417921568627451,-1,-1,-1,-1,-1
"Maaf saya berikan level Rendah, seperti Traveloka memberikan saya level rendah kembali. baru naik level 6 ehh di turunkan ke level awal, padahal pembayaran lancar tidak pernah telat. dan selalu berbelanja di sini, limit 20jt, yg sya gunakan hanya 5jt,dikatakan melebihi pemakaian. alsan ga masuk di akal mohon pelayanannya konsisten. Terimakasih.","Sorry I gave a low level, like Traveloka gave me a low level again. just rose level 6 ehh was dropped to the initial level, even though the payment was smooth and never late. and always shop here, limit 20 million, which I used only 5 million, said to exceed usage. the reason does not make sense, please provide consistent service. Thank you.",-0.1184,4.4079999999999995,-1,4.0,6.176470588235294,1,0.1,5.5,1,1.3272000000000002,1,5.361490196078432,0,0,0,0,0
bintang 1 karena tidak memberikan sanksi kpda hotel syaria indonesia pekalongan.,1 star for not sanctioning the syaria indonesia pekalongan hotel.,0.0,5.0,0,0.0,5.0,0,0.0,5.0,0,0.0,0,5.0,0,0,0,0,0
aplikasinya bagus,the app is good,0.4404,7.202,1,3.0,5.882352941176471,1,0.7,8.5,1,1.3801333333333332,1,7.194784313725489,1,1,1,1,1
pelayanan buruk 👎,bad service 👎,-0.5423,2.2885,-1,-3.0,4.117647058823529,-1,-0.6999999999999998,1.5000000000000009,-1,-1.4141000000000001,-1,2.6353823529411766,-1,-1,-1,-1,-1
bagussa,in a bag,0.0,5.0,0,0.0,5.0,0,0.0,5.0,0,0.0,0,5.0,0,0,0,0,0
"Suka banget sama traveloka banyak diskon yang bisa kita pakai dan nikmati langsung, keren banget deh","I really like traveloka, there are many discounts that we can use and enjoy directly, it's really cool.",0.8218,9.109,1,5.0,6.470588235294118,1,0.36250000000000004,6.8125,1,2.061433333333333,1,7.464029411764706,1,1,1,1,1
terlalu lama proses refund dan cs nya respon lama kecewa,The refund process took too long and the cs response was disappointed.,-0.4767,2.6165,-1,-2.0,4.411764705882353,-1,-0.4,3.0,-1,-0.9589,-1,3.3427549019607845,-1,-1,-1,-1,-1
"sejauh ini baik"" saja tapi banyakin lagi donk untuk diskon nya terutama pada tiket pesawat nya agar kita sebagai pengguna setia Traveloka bisa lbh nyaman dengan harga yg murah dan terjangkau","so far so good"" but many more donk for discounts, especially on airline tickets so that we as loyal Traveloka users can be more comfortable with cheap and affordable prices.",0.9114,9.557,1,10.0,7.9411764705882355,1,0.3814814814814815,6.907407407407407,1,3.7642938271604938,1,8.135194625998547,1,1,1,1,1
Traveloka TerBAIK,Traveloka TerBAIK,0.0,5.0,0,0.0,5.0,0,0.0,5.0,0,0.0,0,5.0,0,0,0,0,0
pernah pesen tiket bis. titik penjemputan dr map Traveloka salah. ujung2nya ke agen,once booked a bus ticket. the pickup point from the Traveloka map was wrong. the end to the agent,-0.4767,2.6165,-1,-2.0,4.411764705882353,-1,-0.5,2.5,-1,-0.9922333333333334,-1,3.176088235294118,-1,-1,-1,-1,-1
sangat jelek dalam menangani kasus refund n reschedule sangat kecewa dengan pelayananx,very bad at handling refund n reschedule cases very disappointed with the servicex,-0.8012,0.9939999999999999,-1,-5.0,3.5294117647058822,-1,-0.9424999999999999,0.28750000000000053,-1,-2.2479,-1,1.6036372549019609,-1,-1,-1,-1,-1
E-voucher sangat membantu. Nggak perlu takut tiket hilang,E-vouchers are very helpful. No need to worry about losing your ticket,-0.5974,2.013,-1,-5.0,3.5294117647058822,-1,0.2,6.0,1,-1.7991333333333335,-1,3.847470588235294,-1,-1,-1,0,0
Makan di restoran favorit di Bandung jadi lebih murah pakai voucher Traveloka Xperience,Eating at your favorite restaurants in Bandung becomes cheaper with Traveloka Xperience vouchers,0.4588,7.2940000000000005,1,2.0,5.588235294117647,1,0.5,7.5,1,0.9862666666666667,1,6.79407843137255,1,1,1,1,1
"harganya akomodasi bandara sudah termasuk tol, nggk perlu top up lagi","the price of airport accommodation includes tolls, no need to top up again",-0.1027,4.4864999999999995,-1,1.0,5.294117647058823,1,0.5,7.5,1,0.46576666666666666,1,5.760205882352941,1,0,0,0,0
simpel dan praktise,Simple and practical,0.0,5.0,0,0.0,5.0,0,0.0,5.0,0,0.0,0,5.0,0,0,0,0,0
Rasa aman dan nyaman saat tiba di kota yg lo masih kerasa asing,A sense of security and comfort when arriving in a city that still feels unfamiliar to you.,0.5994,7.997000000000001,1,2.0,5.588235294117647,1,0.0,5.0,0,0.8664666666666667,1,6.19507843137255,1,1,1,0,0
"Pilihan paket pijat dan spa nya banyak, harga juga bersaing","Great selection of massage and spa packages, competitive prices.",0.7003,8.5015,1,5.0,6.470588235294118,1,0.8,9.0,1,2.1667666666666667,1,7.990696078431372,1,1,1,1,1
"driver bandara serasa driver pribadi, helpfull gila","Airport drivers feel like personal drivers, crazy helpfull",0.0258,5.1290000000000004,0,0.0,5.0,0,-0.3,3.5,-1,-0.0914,-1,4.543,0,-1,0,0,0
"secara umum pesan di agoda cukup menyenangkan,hanya kendala di refund tiket (jika perubahan rencana) sangat lama menunggu dana kembali. berbeda kalo pesan di aplikasi lain (warna biru awalan hurup T), proses refund 2x60 menit sudah masuk ke akun atau ke rekening dana refundnya","In general, the message on Agoda is quite pleasant, the only problem is that the ticket refund (if the plan changes) is very long waiting for the funds to return. it's different if the message is in another application (blue color prefix T), the refund process is 2x60 minutes already in the account or to the refund account.",0.2247,6.1235,1,1.0,5.294117647058823,1,0.11972222222222224,5.598611111111111,1,0.44814074074074073,1,5.672076252723311,1,0,0,0,0
investasi yang worth buat kenyamanan perjalanan,worthy investment for travel comfort,0.6597,8.2985,1,4.0,6.176470588235294,1,0.3333333333333333,6.666666666666666,1,1.6643444444444444,1,7.047212418300653,1,1,1,1,1
Samgat Baik,Very good,0.4927,7.463500000000001,1,3.0,5.882352941176471,1,0.9099999999999999,9.549999999999999,1,1.4675666666666667,1,7.6319509803921575,1,1,1,1,1
bagus proses cepat,good fast process,0.4404,7.202,1,3.0,5.882352941176471,1,0.44999999999999996,7.25,1,1.2968,1,6.778117647058823,1,1,1,1,1
"jadwal kereta bandara update terus, mobilitas kebantu banget","Airport train schedule updates continuously, mobility really helps",0.4391,7.1955,1,2.0,5.588235294117647,1,0.2,6.0,1,0.8797,1,6.261245098039216,1,1,1,1,0
ini apps yg beneran paham kebutuhan traveler masa kini,This is an app that really understands the needs of today's traveler.,0.0,5.0,0,0.0,5.0,0,0.2,6.0,1,0.06666666666666667,1,5.333333333333333,0,0,0,0,0
sangat membantu untuk rencana liburan dan perjalanan,very helpful for vacation and travel plans,0.4754,7.377000000000001,1,2.0,5.588235294117647,1,0.2,6.0,1,0.8918,1,6.321745098039216,1,1,1,1,0
aplikasi ini sangat membantu,this app is very helpful,0.4754,7.377000000000001,1,2.0,5.588235294117647,1,0.2,6.0,1,0.8918,1,6.321745098039216,1,1,1,1,0
"tidak ada angin..tidak ada hujan , tiba2 paylater saya di blokir...padahal aktif pesanan dan lancar pembayaran","no wind..no rain, suddenly my paylater is blocked...even though the order is active and the payment is smooth.",0.128,5.640000000000001,1,-2.0,4.411764705882353,-1,0.0888888888888889,5.444444444444445,1,-0.5943703703703703,-1,5.1654030501089325,0,0,0,0,0
daftar produk traveloka paylater nggak perlu isi formulir panjang kyk yg lain,traveloka paylater product list does not need to fill out a long form like others,0.3612,6.806,1,2.0,5.588235294117647,1,-0.05,4.75,-1,0.7704000000000001,1,5.714745098039216,1,0,0,0,0
"Lagi abis duit, terua pesan hotel diluar negeri pun bisa pakai PayLaternya traveloka","I'm running out of money, I can use traveloka's PayLater to book a hotel abroad.",0.0,5.0,0,0.0,5.0,0,0.0,5.0,0,0.0,0,5.0,0,0,0,0,0
tiba2 aku paylater Traveloka saya di blockir??? Fix gak bakal gw Bakal tagihnya 😅😅,suddenly my Traveloka paylater is blocked? Fix I won't be charged 😅😅,-0.0305,4.8475,0,-1.0,4.705882352941177,-1,0.0,5.0,0,-0.34349999999999997,-1,4.8511274509803926,0,0,0,0,0
"suka realtime notifikasinya, jadi bisa pantau status refund","Love the realtime notifications, so I can keep track of my refund status.",0.6369,8.1845,1,3.0,5.882352941176471,1,0.5,7.5,1,1.3789666666666667,1,7.188950980392157,1,1,1,1,1
punya id traveloka paylater itu udah kyk punya kartu sakti :D,having a traveloka paylater id is already like having a magic card :D,0.7603,8.8015,1,2.0,5.588235294117647,1,0.75,8.75,1,1.1701,1,7.713245098039216,1,1,1,1,1
baru tahu Refund tiket pesawat jadi semudah ini,I just found out that refunding airplane tickets is this easy.,0.5228,7.614000000000001,1,1.0,5.294117647058823,1,0.43333333333333335,7.166666666666667,1,0.6520444444444445,1,6.691594771241831,1,1,1,1,1
"Naik woosh emang super whoosh, cepet banget, secepet pesennya di Traveloka","Riding woosh is super whoosh, really fast, as fast as ordering on Traveloka",0.5994,7.997000000000001,1,3.0,5.882352941176471,1,0.24444444444444446,6.222222222222222,1,1.2812814814814815,1,6.7005250544662305,1,1,1,1,1
transportasi bandaranya bersih dan terawat. Perjalanan sepinggan-samarinda jadi lebih nyaman,The airport transportation is clean and well-maintained. Sepinggan-Samarinda trip becomes more comfortable.,0.7425,8.7125,1,4.0,6.176470588235294,1,0.4222222222222222,7.111111111111112,1,1.7215740740740741,1,7.333360566448802,1,1,1,1,1
"Langsung dapat konfirmasi instan dari fitur antar jemput bandara, jadi nggak was-was","Get instant confirmation of the airport shuttle feature, so you don't have to worry.",0.3412,6.7059999999999995,1,-3.0,4.117647058823529,-1,0.0,5.0,0,-0.8862666666666666,-1,5.274549019607843,0,0,0,0,0
"Bisa pesan untuk satu atau dua orang, atau langsung rombongan besar, baru tahu gue 👌","You can order for one or two people, or a large group, I just found out 👌",0.7297,8.6485,1,0.0,5.0,0,0.21428571428571427,6.071428571428571,1,0.31466190476190475,1,6.573309523809524,1,1,1,1,1
"Pernah ngalamin jadwal meeting berubah, untung tiket pesawat bisa reschedule langsung lewat Traveloka. Simpel banget, nggak perlu telepon maskapai segala.","Ever experienced a meeting schedule change, fortunately the flight ticket can be rescheduled directly through Traveloka. It's really simple, no need to call the airline.",-0.3566,3.2169999999999996,-1,1.0,5.294117647058823,1,0.32500000000000007,6.625000000000001,1,0.32280000000000003,1,5.045372549019608,0,0,0,0,0
"pas nyari fitur antar-jemput bandara, ini beneran penyelamat!","When you're looking for an airport shuttle, this is a real lifesaver!",0.6239,8.119499999999999,1,4.0,6.176470588235294,1,0.25,6.25,1,1.6246333333333334,1,6.848656862745098,1,1,1,1,1
"pesen antarjemput bandara dari bandara silangit ke hotel di balige, ketiduran langsung nyampe, mas-mas sopirnya ramah","order an airport shuttle from silangit airport to the hotel in balige, overslept immediately arrived, the drivers are friendly",0.4939,7.4695,1,2.0,5.588235294117647,1,0.375,6.875,1,0.9563,1,6.6442450980392165,1,1,1,1,1
"Kunjungan ke Kota Padang lebih fleksibel karena pakai fitur sewa mobil Traveloka 🚗. Mobilnya bersih, proses ambil dan kembalikan mudah.","Visiting Padang City is more flexible because of Traveloka's car rental feature 🚗. The car is clean, the pick-up and return process is easy.",0.7778,8.889,1,3.0,5.882352941176471,1,0.43333333333333335,7.166666666666667,1,1.4037111111111111,1,7.31267320261438,1,1,1,1,1
"pakai paylater buat kebutuhan mudik kemarin, ga banyak tersembunyi tagihannya jelas di aplikasi","used paylater for homecoming needs yesterday, not much hidden the bill is clear in the application",0.3818,6.909,1,1.0,5.294117647058823,1,0.09166666666666666,5.458333333333333,1,0.4911555555555555,1,5.887150326797386,1,1,0,0,0
"aplikasi kurang ajar, jelas"" saya melihat detail semua pesanan saya sebelum bayar bahkan di semua pilihan kamar tglnya tidak ada yang berbeda, tapi setelah saya bayar tgl cek in nya berubah ke tgl yang lain. minta pengajuan refund tidak bisa. siallah gk lagi"" pakai aplikasi ini","insolent application, clearly ""I see the details of all my orders before paying even in all room choices the date is not different, but after I pay the check-in date changes to another date. asking for a refund cannot be. damn it no longer ""use this application",0.0867,5.4335,1,-3.0,4.117647058823529,-1,0.049999999999999996,5.25,1,-0.9544333333333334,-1,4.9337156862745095,0,0,0,0,0
saya suka sekali 👍🏻👍🏻👍🏻,I really like it 👍🏻👍🏻👍🏻,0.4201,7.100499999999999,1,2.0,5.588235294117647,1,0.2,6.0,1,0.8733666666666667,1,6.229578431372548,1,1,1,1,0
"intinya ngehemat waktu sih, nggak perlu cari-cari taksi.","The point is that it saves time, no need to look for a taxi.",-0.296,3.5199999999999996,-1,-1.0,4.705882352941177,-1,0.0,5.0,0,-0.432,-1,4.408627450980393,-1,-1,0,0,0
"Jemput pas di lobi kedatangan, nggak perlu main petak umpet","Pick up at the arrival lobby, no need to play hide and seek",-0.1027,4.4864999999999995,-1,-4.0,3.8235294117647056,-1,0.0,5.0,0,-1.3675666666666666,-1,4.436676470588235,-1,-1,0,0,0
cukup membantu,helpful enough,0.4215,7.1075,1,2.0,5.588235294117647,1,0.0,5.0,0,0.8071666666666667,1,5.898578431372549,1,1,0,0,0
Liburan kemerdekaan ku ke Bali jadi lebih hemat nih banyak dapet promo Pulang - Pergi tiket pesawat di hari spesial ini jadi makin suka ada banyak sisa budget buat shopping di Bali,"My independence vacation to Bali has become more economical, I got a lot of promos for Return - Go airplane tickets on this special day so I like having a lot of budget left over for shopping in Bali.",0.7099,8.5495,1,2.0,5.588235294117647,1,0.2892857142857143,6.446428571428572,1,0.9997285714285714,1,6.861387955182074,1,1,1,1,1
"Nyobain pertama kali coba kereta bandara pesan lewat Traveloka, ternyata super praktis. Tiket langsung masuk aplikasi, tinggal scan di gate tanpa antre.","The first time I tried the airport train via Traveloka, it turned out to be super practical. Tickets go directly to the application, just scan at the gate without queuing.",0.5994,7.997000000000001,1,3.0,5.882352941176471,1,0.22777777777777775,6.138888888888889,1,1.275725925925926,1,6.672747276688454,1,1,1,1,1
"Traveloka bikin staycation di Jogja jadi seru. Pesan hotel bintang empat dapat harga miring karena ada promo dadakan, check-in lancar tanpa harus print voucher..","Traveloka makes staycation in Jogja fun. Book a four-star hotel at a discounted price due to an impromptu promo, check-in smoothly without having to print a voucher...",0.5423,7.7115,1,3.0,5.882352941176471,1,0.19166666666666665,5.958333333333333,1,1.2446555555555554,1,6.517395424836601,1,1,1,1,1
"terdapat limit paylater, namun pada saat pembayaran tidak bisa di gunakan. klo tidak bisa digunakan ngapain di kasih limit.","there is a paylater limit, but at the time of payment it cannot be used. if it cannot be used, why give a limit.",0.0,5.0,0,0.0,5.0,0,0.0,5.0,0,0.0,0,5.0,0,0,0,0,0
"aneh nih traveloka paylater sy udh di level 6 limit msh ada 21 jt, tp ngak bisa di gunakan, tau2 nya ada pemberitahuan akun sy di blokir dan turun ke level 1 , asli kecewa banget untuk apa limit di berikan ujung2 nya akun ku di blokir padahal saya tidak pernah telat bayar. jgn sampai krn sistem kyk gini malah bnyk yg bisa gagal bayar.","It's strange that my traveloka paylater is already at level 6, the limit is still 21 million, but it can't be used, you know how there is a notification that my account is blocked and dropped to level 1, I'm really disappointed for what the limit is given in the end, my account is blocked even though I have never paid late. don't let a system like this even many can fail to pay.",-0.9184,0.40800000000000003,-1,-7.0,2.9411764705882355,-1,-0.22000000000000003,3.9000000000000004,-1,-2.7128,-1,2.416392156862745,-1,-1,-1,-1,-1
"cm sekdear masukan. hotel yg tipu2 tolong jangan di pampangin dg. yg rugi bukan aplikator, kan kami konsumen yg rugi.","cm sekdear input. deceitful hotels please do not be displayed with. the loss is not the applicator, it is us consumers who lose.",-0.6808,1.596,-1,-5.0,3.5294117647058822,-1,0.0,5.0,0,-1.8936,-1,3.375137254901961,-1,-1,-1,-1,-1
proses cepat dan harga ok tq traveloka .. makasih,fast process and ok price tq traveloka .. thanks,0.6249,8.1245,1,2.0,5.588235294117647,1,0.3,6.5,1,0.9749666666666666,1,6.737578431372548,1,1,1,1,1
"Tur keliling Tana Toraja lewat Traveloka, pemandunya baik dan profesional 😁","Touring around Tana Toraja through Traveloka, the guide was kind and professional 😁",0.7506,8.753,1,2.0,5.588235294117647,1,0.35,6.75,1,1.0335333333333334,1,7.030411764705882,1,1,1,1,1
tur sepeda keliling Kota Tua Jakarta ada juga keren 👍,bike tour around Jakarta's Old Town is also cool 👍,0.3182,6.591,1,1.0,5.294117647058823,1,0.22499999999999998,6.125,1,0.5144000000000001,1,6.003372549019608,1,1,1,0,0
"Pernah banget waktu itu aku harus booking hotel mendadak di Surabaya tengah malam, di apps lain sisa yang mahal2 di Traveloka untung dapet yang murah","Once I had to book a hotel suddenly in Surabaya in the middle of the night, in other apps the rest of the expensive ones in Traveloka luckily got a cheap one.",0.5106,7.553000000000001,1,3.0,5.882352941176471,1,0.018055555555555557,5.090277777777778,1,1.1762185185185186,1,6.175210239651417,1,1,1,0,0
Trip ke Korsel buat ketemu idol jadi lebih mudah 😂,Trip to South Korea to meet idols becomes easier 😂,0.6908,8.453999999999999,1,0.0,5.0,0,0.0,5.0,0,0.23026666666666665,1,6.1513333333333335,1,1,1,0,0
"User friendly aplikasi, ramah pengguna bikin booking tiket banyak jadi ga pusing.","User friendly application, user friendly makes booking many tickets less of a headache.",0.7506,8.753,1,2.0,5.588235294117647,1,0.2708333333333333,6.354166666666666,1,1.0071444444444444,1,6.898467320261438,1,1,1,1,1
"waktu liburan ke Taman Safari Bogor ngecek traveloka pas banget harganya diskon karena ada banyak voucher, langsung pesen deh!","When I was on vacation at Taman Safari Bogor, I checked traveloka just right, the price was really discounted because there were many vouchers, immediately order deh!",0.1986,5.992999999999999,1,-1.0,4.705882352941177,-1,0.37023809523809526,6.851190476190476,1,-0.14372063492063492,-1,5.850024276377217,1,1,0,0,0
"Cari dining voucher di Traveloka xperience banyak diskonnya, tapi harus rajin2 ngecek ya ges ya","Search for dining vouchers at Traveloka xperience, there are many discounts, but you have to be diligent in checking them.",0.0,5.0,0,0.0,5.0,0,0.5,7.5,1,0.16666666666666666,1,5.833333333333333,1,1,0,0,0
traveling nyamperin bestie di solo lebih nyaman karena bookingnya cukup di satu apps aja.,Traveling to meet your bestie in solo is more convenient because you can book with just one app.,0.0,5.0,0,0.0,5.0,0,0.5,7.5,1,0.16666666666666666,1,5.833333333333333,1,1,0,0,0
SnowBay Waterpark di traveloka xperience lagi jor-jor an lope banget 🙌,SnowBay Waterpark di traveloka xperience lagi jor-jor an lope banget 🙌,0.0,5.0,0,0.0,5.0,0,0.0,5.0,0,0.0,0,5.0,0,0,0,0,0
"Upside Down World Jogja lewat Traveloka, fotonya instagramable banget","Upside Down World Jogja via Traveloka, the photo is very instagramable",0.0,5.0,0,0.0,5.0,0,0.022222222222222227,5.111111111111111,1,0.0074074074074074086,1,5.037037037037037,0,0,0,0,0
"udah berapa lama nggak ke Dufan jadi nggak tahu pesen dimana, eh ternyata ada di Traveloka!","I haven't been to Dufan for a while so I don't know where to order, eh it turns out it's on Traveloka!",0.0,5.0,0,0.0,5.0,0,0.0,5.0,0,0.0,0,5.0,0,0,0,0,0
"percuma dapet limi 4,5jt tapi sama sekali tidak bisa di gunakan buat apa limitnya kalo kaya gitu mah","It's useless to get a 4.5 million limit but it can't be used at all, what is the limit if it's like that?",0.3291,6.6455,1,0.0,5.0,0,-0.5,2.5,-1,-0.056966666666666665,-1,4.715166666666667,0,-1,0,0,0
"paylater gue awal bulan naik ke level 6, eh ga ada hujan ga ada angin turun ke level 3 kocak banget emang","My paylater at the beginning of the month rose to level 6, eh no rain no wind down to level 3 really hilarious.",0.3981,6.990499999999999,1,1.0,5.294117647058823,1,0.3148148148148148,6.574074074074074,1,0.5709716049382716,1,6.2862305737109665,1,1,1,1,0
"Dapat limit paylater tapi susah digunakan Lalu bisa digunakan tapi tidak menggunakan lebih 75% dan tidak telat bayar tagihan, eh tiba-tiba diblokir Lapor ke CS diopor2 dan ga ngasih solusi pembukaan blokir","Got a paylater limit but it was hard to use Then it could be used but did not use more than 75% and did not pay bills late, eh suddenly blocked Reported to CS atopor2 and did not provide a solution to unblock it",-0.6427,1.7864999999999998,-1,-2.0,4.411764705882353,-1,-0.02291666666666667,4.885416666666666,-1,-0.8885388888888889,-1,3.69456045751634,-1,-1,-1,-1,0
"makin kesini makin aneh.pagi dapet email kenaikan limit eh malemnya malah akun diblokir.tlp cs bilangnya dilakukan peninjauan ulang.kalo gak iklas kasi limit,kagak usah kirim imel bosss!!!!aneh banget","It's getting weirder and weirder. In the morning, I got an email with a limit increase, and in the evening, my account was blocked. I called cs to say that it was reviewed. If you don't agree to the limit, you don't need to send an email, boss....",-0.4423,2.7885,-1,1.0,5.294117647058823,1,0.0,5.0,0,0.18589999999999998,1,4.360872549019608,-1,-1,0,0,0
terimakasih Traveloka sangat membantu,thank you Traveloka very helpful,0.6801,8.4005,1,4.0,6.176470588235294,1,0.2,6.0,1,1.6267000000000003,1,6.858990196078431,1,1,1,1,1
"Sejauh Ini , Ini yg Terjauh yg kami pake utk pesan tiket pesawat.. harganya Lebih tinggi sih dibandingkan aplikasi sebelah, tapi Lebih Aman dan nyaman pake Traveloka.. semoga Harga nya Bisa bersaing dgn Pelayanan yg Mantap...","So far, this is the furthest we have used to book airplane tickets... the price is higher than the next application, but it is safer and more comfortable to use Traveloka.. hopefully the price can compete with great service...",0.9627,9.8135,1,9.0,7.647058823529411,1,0.3416666666666666,6.708333333333333,1,3.434788888888889,1,8.056297385620914,1,1,1,1,1
sangat tidak membantu ketika salah dalam pemesanan hotel,very unhelpful when making a mistake in booking a hotel,-0.34,3.3,-1,-2.0,4.411764705882353,-1,0.2,6.0,1,-0.7133333333333333,-1,4.570588235294117,0,-1,0,0,0
mudah bertransaksi dengan traveloka,easy transaction with traveloka,0.4404,7.202,1,1.0,5.294117647058823,1,0.43333333333333335,7.166666666666667,1,0.6245777777777778,1,6.554261437908497,1,1,1,1,1
"Traveloka ngebantubanget, pesen tiket atau hotel jadi gampang. Banyak promo juga, praktis banget pokoknya","Traveloka helps, ordering tickets or hotels is easy. Many promos too, very practical",0.6705,8.352500000000001,1,3.0,5.882352941176471,1,0.37777777777777777,6.888888888888889,1,1.349425925925926,1,7.041247276688455,1,1,1,1,1
"Tempat wisata terkenal semuanya bisa dibeli tiketnya di Traveloka, manteplaah","Famous tourist attractions can all be purchased tickets at Traveloka, manteplaah",0.4215,7.1075,1,4.0,6.176470588235294,1,0.5,7.5,1,1.6405,1,6.927990196078432,1,1,1,1,1
lebih mudah pilih hotel,easier to choose a hotel,0.4215,7.1075,1,0.0,5.0,0,0.0,5.0,0,0.14049999999999999,1,5.702500000000001,1,0,0,0,0
"snorkeling di Gili Trawangan lewat Traveloka Xperience, alatnya lengkap dan pemandu ramah profesional.","snorkeling in Gili Trawangan through Traveloka Xperience, complete equipment and professional friendly guides.",0.4939,7.4695,1,2.0,5.588235294117647,1,0.19166666666666665,5.958333333333333,1,0.8951888888888888,1,6.33868954248366,1,1,1,1,0
"Seru juga museum date ternyata, makasih ya Traveloka jadi ga bingung kemarin pesen tiket masuk ke Museum nya","It's also a fun museum date, thank you Traveloka so I wasn't confused yesterday about ordering tickets to enter the Museum.",0.7921,8.9605,1,4.0,6.176470588235294,1,-0.05000000000000002,4.75,-1,1.5807,1,6.628990196078431,1,1,1,1,1
sangat tidak membantu konsumen aplikasi ini,not very helpful to consumers of this app,-0.3713,3.1435000000000004,-1,2.0,5.588235294117647,1,-0.1,4.5,-1,0.5095666666666666,1,4.410578431372549,-1,-1,0,0,0
Smart Stay ngebantu gue banget dengan spesifikasi khusus sesuai kebutuhan keluarga.,Smart Stay really helps me with special specifications according to family needs.,0.807,9.035,1,3.0,5.882352941176471,1,0.2571428571428571,6.285714285714286,1,1.3547142857142855,1,7.067689075630252,1,1,1,1,1
"Harus rajin cek, soalnya sering ada promo eksklusif untuk pengguna yang udah beberapa kali repeat.","You have to be diligent in checking, because there are often exclusive promos for repeat users.",0.128,5.640000000000001,1,2.0,5.588235294117647,1,0.0,5.0,0,0.7093333333333334,1,5.409411764705882,0,0,0,0,0
okeee,okeee,0.0,5.0,0,0.0,5.0,0,0.0,5.0,0,0.0,0,5.0,0,0,0,0,0
"Diskon tiket pesawat selalu membuatku ingin liburan terus, gawat nih","Discounted airline tickets always make me want to go on vacation, it's bad.",-0.4588,2.706,-1,-3.0,4.117647058823529,-1,-0.6999999999999998,1.5000000000000009,-1,-1.3862666666666668,-1,2.774549019607843,-1,-1,-1,-1,-1
Kalo dapat kupon diskon via email. Jadi kyk reminder harus cuti wkwk.,If you get a discount coupon via email. So it's like a reminder to take time off.,0.4173,7.0865,1,2.0,5.588235294117647,1,0.0,5.0,0,0.8057666666666666,1,5.891578431372548,1,1,0,0,0
